Reporting_Country,Flow,Commodity,Commodity_Type,Year,Value_Original,Value
Antigua and Barbuda,Exports,M,Manufactures,2007,"38,653,136",39
Argentina,Exports,M,Manufactures,2007,"17,250,549,556",17251
Armenia,Exports,M,Manufactures,2007,"619,166,265",619
Aruba,Exports,M,Manufactures,2007,"70,790,447",71
Australia,Exports,M,Manufactures,2007,"26,087,177,816",26087
Austria,Exports,M,Manufactures,2007,"137,478,538,168",137479
Azerbaijan,Exports,M,Manufactures,2007,"392,393,528",392
Bahamas,Exports,M,Manufactures,2007,"415,213,072",415
Bahrain,Exports,M,Manufactures,2007,"1,337,990,037",1338
Bangladesh,Exports,M,Manufactures,2007,"10,912,730,761",10913
Barbados,Exports,M,Manufactures,2007,"142,712,136",143
Belarus,Exports,M,Manufactures,2007,"12,905,571,300",12906
Belgium,Exports,M,Manufactures,2007,"340,914,899,522",340915
Belize,Exports,M,Manufactures,2007,"18,008,811",18
Benin,Exports,M,Manufactures,2007,"27,035,307",27
Bhutan,Exports,M,Manufactures,2007,"258,373,352",258
Bolivia,Exports,M,Manufactures,2007,"329,847,805",330
Bosnia and Herzegovina,Exports,M,Manufactures,2007,"2,500,761,874",2501
Botswana,Exports,M,Manufactures,2007,"3,706,840,386",3707
Brazil,Exports,M,Manufactures,2007,"74,903,000,000",74903
Bulgaria,Exports,M,Manufactures,2007,"10,385,368,948",10385
Burkina Faso,Exports,M,Manufactures,2007,"32,970,199",33
Burundi,Exports,M,Manufactures,2007,"14,705,238",15
Cabo Verde,Exports,M,Manufactures,2007,"11,146,903",11
Cambodia,Exports,M,Manufactures,2007,"3,428,587,406",3429
Cameroon,Exports,M,Manufactures,2007,"333,188,706",333
Canada,Exports,M,Manufactures,2007,"224,323,296,655",224323
Central African Republic,Exports,M,Manufactures,2007,"28,556,243",29
Chile,Exports,M,Manufactures,2007,"8,157,924,491",8158
China,Exports,M,Manufactures,2007,"1,136,143,146,102",1136143
Chinese Taipei,Exports,M,Manufactures,2007,"220,504,466,830",220504
Colombia,Exports,M,Manufactures,2007,"11,752,654,346",11753
Comoros,Exports,M,Manufactures,2007,"539,884",1
Congo,Exports,M,Manufactures,2007,"608,327,435",608
Costa Rica,Exports,M,Manufactures,2007,"5,583,117,008",5583
Côte d'Ivoire,Exports,M,Manufactures,2007,"1,140,054,033",1140
Croatia,Exports,M,Manufactures,2007,"8,417,065,041",8417
Cyprus,Exports,M,Manufactures,2007,"751,181,778",751
Czech Republic,Exports,M,Manufactures,2007,"109,929,940,253",109930
Denmark,Exports,M,Manufactures,2007,"67,115,313,639",67115
Dominica,Exports,M,Manufactures,2007,"20,273,197",20
Dominican Republic,Exports,M,Manufactures,2007,"5,279,427,519",5279
Ecuador,Exports,M,Manufactures,2007,"1,081,893,940",1082
Egypt,Exports,M,Manufactures,2007,"3,006,178,663",3006
El Salvador,Exports,M,Manufactures,2007,"3,012,109,421",3012
Estonia,Exports,M,Manufactures,2007,"7,520,993,526",7521
Ethiopia,Exports,M,Manufactures,2007,"170,806,314",171
Faeroe Islands,Exports,M,Manufactures,2007,"28,199,789",28
Fiji,Exports,M,Manufactures,2007,"166,881,444",167
Finland,Exports,M,Manufactures,2007,"70,358,249,277",70358
France,Exports,M,Manufactures,2007,"444,785,357,061",444785
French Polynesia,Exports,M,Manufactures,2007,"141,539,005",142
FYR Macedonia,Exports,M,Manufactures,2007,"2,551,454,759",2551
Gabon,Exports,M,Manufactures,2007,"249,134,067",249
Gambia,Exports,M,Manufactures,2007,"1,467,900",1
Georgia,Exports,M,Manufactures,2007,"548,562,297",549
Germany,Exports,M,Manufactures,2007,"1,140,256,976,636",1140257
Ghana,Exports,M,Manufactures,2007,"440,969,387",441
Greece,Exports,M,Manufactures,2007,"12,274,049,020",12274
Greenland,Exports,M,Manufactures,2007,"12,050,786",12
Grenada,Exports,M,Manufactures,2007,"18,845,157",19
Guatemala,Exports,M,Manufactures,2007,"3,424,396,398",3424
Guinea,Exports,M,Manufactures,2007,"41,984,644",42
Guyana,Exports,M,Manufactures,2007,"142,309,653",142
Haiti,Exports,M,Manufactures,2007,"491,630,000",492
Honduras,Exports,M,Manufactures,2007,"3,356,391,882",3356
"Hong Kong, China",Exports,M,Manufactures,2007,"331,155,412,327",331155
Hungary,Exports,M,Manufactures,2007,"82,336,193,959",82336
Iceland,Exports,M,Manufactures,2007,"1,276,500,529",1277
India,Exports,M,Manufactures,2007,"92,973,231,701",92973
Indonesia,Exports,M,Manufactures,2007,"48,235,254,078",48235
Iran,Exports,M,Manufactures,2007,"8,320,017,612",8320
Iraq,Exports,M,Manufactures,2007,"106,384,444",106
Ireland,Exports,M,Manufactures,2007,"102,490,448,141",102490
Israel,Exports,M,Manufactures,2007,"50,669,060,000",50669
Italy,Exports,M,Manufactures,2007,"427,548,154,532",427548
Jamaica,Exports,M,Manufactures,2007,"165,557,480",166
Japan,Exports,M,Manufactures,2007,"640,629,099,000",640629
Jordan,Exports,M,Manufactures,2007,"4,494,563,072",4495
Kazakhstan,Exports,M,Manufactures,2007,"6,315,020,223",6315
Kenya,Exports,M,Manufactures,2007,"1,500,417,794",1500
Kiribati,Exports,M,Manufactures,2007,"1,814,679",2
Korea,Exports,M,Manufactures,2007,"330,407,292,395",330407
Kuwait,Exports,M,Manufactures,2007,"3,166,217,857",3166
Kyrgyz Republic,Exports,M,Manufactures,2007,"360,409,231",360
Latvia,Exports,M,Manufactures,2007,"5,249,248,799",5249
Lebanese Republic,Exports,M,Manufactures,2007,"1,675,157,462",1675
Lesotho,Exports,M,Manufactures,2007,"721,726,163",722
Libya,Exports,M,Manufactures,2007,"1,165,180,093",1165
Lithuania,Exports,M,Manufactures,2007,"11,072,933,376",11073
Luxembourg,Exports,M,Manufactures,2007,"20,160,163,444",20160
"Macao, China",Exports,M,Manufactures,2007,"2,283,449,279",2283
Madagascar,Exports,M,Manufactures,2007,"718,669,809",719
Malawi,Exports,M,Manufactures,2007,"91,165,198",91
Malaysia,Exports,M,Manufactures,2007,"124,739,808,673",124740
Maldives,Exports,M,Manufactures,2007,"3,323",0
Mali,Exports,M,Manufactures,2007,"45,971,170",46
Malta,Exports,M,Manufactures,2007,"2,780,724,304",2781
Mauritania,Exports,M,Manufactures,2007,"182,708",0
Mauritius,Exports,M,Manufactures,2007,"1,378,042,506",1378
Mexico,Exports,M,Manufactures,2007,"194,935,873,621",194936
Moldova,Exports,M,Manufactures,2007,"743,437,120",743
Mongolia,Exports,M,Manufactures,2007,"92,256,152",92
Montenegro,Exports,M,Manufactures,2007,"152,958,673",153
Montserrat,Exports,M,Manufactures,2007,"588,624",1
Morocco,Exports,M,Manufactures,2007,"9,515,896,795",9516
Mozambique,Exports,M,Manufactures,2007,"141,031,111",141
Namibia,Exports,M,Manufactures,2007,"536,195,353",536
Nepal,Exports,M,Manufactures,2007,"675,058,921",675
Netherlands,Exports,M,Manufactures,2007,"358,122,108,768",358122
Netherlands Antilles,Exports,M,Manufactures,2007,"64,771,186",65
New Caledonia,Exports,M,Manufactures,2007,"982,812,475",983
New Zealand,Exports,M,Manufactures,2007,"7,665,340,896",7665
Nicaragua,Exports,M,Manufactures,2007,"117,262,971",117
Niger,Exports,M,Manufactures,2007,"63,231,014",63
Nigeria,Exports,M,Manufactures,2007,"1,208,934,255",1209
Norway,Exports,M,Manufactures,2007,"24,543,613,593",24544
Oman,Exports,M,Manufactures,2007,"2,169,865,088",2170
Pakistan,Exports,M,Manufactures,2007,"14,285,120,540",14285
Panama,Exports,M,Manufactures,2007,"7,309,342,464",7309
Paraguay,Exports,M,Manufactures,2007,"365,835,813",366
Peru,Exports,M,Manufactures,2007,"3,361,627,647",3362
Philippines,Exports,M,Manufactures,2007,"42,844,002,318",42844
Poland,Exports,M,Manufactures,2007,"113,301,345,149",113301
Portugal,Exports,M,Manufactures,2007,"40,707,577,737",40708
Qatar,Exports,M,Manufactures,2007,"4,046,985,831",4047
Romania,Exports,M,Manufactures,2007,"32,823,829,166",32824
Russian Federation,Exports,M,Manufactures,2007,"71,081,600,548",71082
Rwanda,Exports,M,Manufactures,2007,"22,334,128",22
Saint Kitts and Nevis,Exports,M,Manufactures,2007,"30,660,705",31
Saint Lucia,Exports,M,Manufactures,2007,"41,053,364",41
Saint Vincent and the Grenadines,Exports,M,Manufactures,2007,"15,962,574",16
Samoa,Exports,M,Manufactures,2007,"80,365,640",80
Sao Tome and Principe,Exports,M,Manufactures,2007,"711,250",1
Saudi Arabia,Exports,M,Manufactures,2007,"24,837,818,723",24838
Senegal,Exports,M,Manufactures,2007,"557,900,934",558
Serbia,Exports,M,Manufactures,2007,"5,791,737,602",5792
Seychelles,Exports,M,Manufactures,2007,"6,642,722",7
Singapore,Exports,M,Manufactures,2007,"227,097,357,825",227097
Slovak Republic,Exports,M,Manufactures,2007,"50,674,455,821",50674
Slovenia,Exports,M,Manufactures,2007,"26,216,867,808",26217
Solomon Islands,Exports,M,Manufactures,2007,"505,534",1
South Africa,Exports,M,Manufactures,2007,"32,469,062,114",32469
Spain,Exports,M,Manufactures,2007,"190,771,343,803",190771
Sri Lanka,Exports,M,Manufactures,2007,"5,212,261,756",5212
Suriname,Exports,M,Manufactures,2007,"36,024,822",36
Swaziland,Exports,M,Manufactures,2007,"776,460,930",776
Sweden,Exports,M,Manufactures,2007,"138,582,639,580",138583
Switzerland,Exports,M,Manufactures,2007,"151,424,858,008",151425
Syrian Arab Republic,Exports,M,Manufactures,2007,"4,014,278,565",4014
Tanzania,Exports,M,Manufactures,2007,"429,308,570",429
Thailand,Exports,M,Manufactures,2007,"116,431,613,837",116432
Togo,Exports,M,Manufactures,2007,"174,112,616",174
Tonga,Exports,M,Manufactures,2007,"495,059",0
Trinidad and Tobago,Exports,M,Manufactures,2007,"3,819,149,411",3819
Tunisia,Exports,M,Manufactures,2007,"10,581,692,883",10582
Turkey,Exports,M,Manufactures,2007,"86,652,042,215",86652
Uganda,Exports,M,Manufactures,2007,"373,171,609",373
Ukraine,Exports,M,Manufactures,2007,"36,232,906,260",36233
United Arab Emirates,Exports,M,Manufactures,2007,"31,245,375,318",31245
United Kingdom,Exports,M,Manufactures,2007,"334,690,230,288",334690
United States,Exports,M,Manufactures,2007,"897,201,108,000",897201
Uruguay,Exports,M,Manufactures,2007,"1,340,457,269",1340
Vanuatu,Exports,M,Manufactures,2007,"2,444,472",2
Venezuela,Exports,M,Manufactures,2007,"4,523,219,174",4523
Viet Nam,Exports,M,Manufactures,2007,"26,435,490,358",26435
World,Exports,M,Manufactures,2007,"9,508,043,001,492",9508043
Yemen,Exports,M,Manufactures,2007,"209,886,151",210
Zambia,Exports,M,Manufactures,2007,"577,878,270",578
Zimbabwe,Exports,M,Manufactures,2007,"683,352,543",683
Albania,Imports,A,Agricultural products,2007,"729,137,534",729
Algeria,Imports,A,Agricultural products,2007,"6,110,286,219",6110
Antigua and Barbuda,Imports,A,Agricultural products,2007,"128,616,851",129
Argentina,Imports,A,Agricultural products,2007,"2,224,678,214",2225
Armenia,Imports,A,Agricultural products,2007,"552,675,162",553
Aruba,Imports,A,Agricultural products,2007,"248,608,629",249
Australia,Imports,A,Agricultural products,2007,"8,919,360,101",8919
Austria,Imports,A,Agricultural products,2007,"14,215,388,215",14215
Azerbaijan,Imports,A,Agricultural products,2007,"962,346,333",962
Bahamas,Imports,A,Agricultural products,2007,"549,226,633",549
Bahrain,Imports,A,Agricultural products,2007,"647,325,862",647
Bangladesh,Imports,A,Agricultural products,2007,"5,322,206,468",5322
Barbados,Imports,A,Agricultural products,2007,"298,855,662",299
Belarus,Imports,A,Agricultural products,2007,"2,487,130,400",2487
Belgium,Imports,A,Agricultural products,2007,"37,188,396,570",37188
Belize,Imports,A,Agricultural products,2007,"94,167,744",94
Benin,Imports,A,Agricultural products,2007,"565,406,620",565
Bermuda,Imports,A,Agricultural products,2007,"203,498,343",203
Bhutan,Imports,A,Agricultural products,2007,"113,095,112",113
Bolivia,Imports,A,Agricultural products,2007,"406,227,043",406
Bosnia and Herzegovina,Imports,A,Agricultural products,2007,"1,659,358,907",1659
Botswana,Imports,A,Agricultural products,2007,"557,373,268",557
Brazil,Imports,A,Agricultural products,2007,"7,266,166,844",7266
Bulgaria,Imports,A,Agricultural products,2007,"2,090,415,685",2090
Burkina Faso,Imports,A,Agricultural products,2007,"259,829,318",260
Burundi,Imports,A,Agricultural products,2007,"74,670,570",75
Cabo Verde,Imports,A,Agricultural products,2007,"199,883,352",200
Cambodia,Imports,A,Agricultural products,2007,"281,601,324",282
Cameroon,Imports,A,Agricultural products,2007,"759,055,562",759
Canada,Imports,A,Agricultural products,2007,"27,394,768,279",27395
Central African Republic,Imports,A,Agricultural products,2007,"39,851,896",40
Chile,Imports,A,Agricultural products,2007,"3,540,822,442",3541
China,Imports,A,Agricultural products,2007,"65,368,682,498",65369
Chinese Taipei,Imports,A,Agricultural products,2007,"10,846,654,893",10847
Colombia,Imports,A,Agricultural products,2007,"3,470,272,559",3470
Comoros,Imports,A,Agricultural products,2007,"23,764,580",24
Cook Islands,Imports,A,Agricultural products,2007,"17,077,493",17
Costa Rica,Imports,A,Agricultural products,2007,"1,153,395,189",1153
Côte d'Ivoire,Imports,A,Agricultural products,2007,"1,201,840,441",1202
Croatia,Imports,A,Agricultural products,2007,"2,342,408,053",2342
Cyprus,Imports,A,Agricultural products,2007,"1,174,100,140",1174
Czech Republic,Imports,A,Agricultural products,2007,"7,642,016,742",7642
Denmark,Imports,A,Agricultural products,2007,"14,062,445,232",14062
Dominica,Imports,A,Agricultural products,2007,"44,884,884",45
Dominican Republic,Imports,A,Agricultural products,2007,"1,728,299,213",1728
Ecuador,Imports,A,Agricultural products,2007,"1,288,690,502",1289
Egypt,Imports,A,Agricultural products,2007,"6,525,661,093",6526
El Salvador,Imports,A,Agricultural products,2007,"1,395,332,633",1395
Estonia,Imports,A,Agricultural products,2007,"1,934,847,896",1935
Ethiopia,Imports,A,Agricultural products,2007,"458,915,612",459
Faeroe Islands,Imports,A,Agricultural products,2007,"156,854,081",157
Fiji,Imports,A,Agricultural products,2007,"280,902,123",281
Finland,Imports,A,Agricultural products,2007,"6,441,999,609",6442
France,Imports,A,Agricultural products,2007,"56,198,503,646",56199
French Polynesia,Imports,A,Agricultural products,2007,"357,067,203",357
FYR Macedonia,Imports,A,Agricultural products,2007,"659,448,696",659
Gabon,Imports,A,Agricultural products,2007,"395,584,863",396
Gambia,Imports,A,Agricultural products,2007,"105,921,696",106
Georgia,Imports,A,Agricultural products,2007,"849,398,800",849
Germany,Imports,A,Agricultural products,2007,"93,298,044,680",93298
Ghana,Imports,A,Agricultural products,2007,"1,126,548,481",1127
Greece,Imports,A,Agricultural products,2007,"9,326,270,315",9326
Greenland,Imports,A,Agricultural products,2007,"156,587,952",157
Grenada,Imports,A,Agricultural products,2007,"74,403,085",74
Guatemala,Imports,A,Agricultural products,2007,"1,689,405,111",1689
Guinea,Imports,A,Agricultural products,2007,"221,790,569",222
Guyana,Imports,A,Agricultural products,2007,"147,272,271",147
Haiti,Imports,A,Agricultural products,2007,"426,100,000",426
Honduras,Imports,A,Agricultural products,2007,"1,014,092,670",1014
"Hong Kong, China",Imports,A,Agricultural products,2007,"13,428,730,277",13429
Hungary,Imports,A,Agricultural products,2007,"5,018,617,668",5019
Iceland,Imports,A,Agricultural products,2007,"602,113,974",602
India,Imports,A,Agricultural products,2007,"10,658,998,294",10659
Indonesia,Imports,A,Agricultural products,2007,"10,473,026,079",10473
Iran,Imports,A,Agricultural products,2007,"5,196,211,180",5196
Iraq,Imports,A,Agricultural products,2007,"4,473,887,659",4474
Ireland,Imports,A,Agricultural products,2007,"8,618,063,063",8618
Israel,Imports,A,Agricultural products,2007,"4,017,572,000",4018
Italy,Imports,A,Agricultural products,2007,"55,764,891,928",55765
Jamaica,Imports,A,Agricultural products,2007,"918,826,170",919
Japan,Imports,A,Agricultural products,2007,"68,817,000,000",68817
Jordan,Imports,A,Agricultural products,2007,"2,200,462,444",2200
Kazakhstan,Imports,A,Agricultural products,2007,"2,521,700,664",2522
Kenya,Imports,A,Agricultural products,2007,"1,160,676,630",1161
Kiribati,Imports,A,Agricultural products,2007,"27,904,512",28
Korea,Imports,A,Agricultural products,2007,"22,037,190,735",22037
Kuwait,Imports,A,Agricultural products,2007,"2,905,544,928",2906
Kyrgyz Republic,Imports,A,Agricultural products,2007,"407,564,620",408
Latvia,Imports,A,Agricultural products,2007,"2,099,588,443",2100
Lebanese Republic,Imports,A,Agricultural products,2007,"2,053,809,053",2054
Lesotho,Imports,A,Agricultural products,2007,"228,753,601",229
Libya,Imports,A,Agricultural products,2007,"1,629,246,568",1629
Lithuania,Imports,A,Agricultural products,2007,"2,806,074,155",2806
Luxembourg,Imports,A,Agricultural products,2007,"2,531,006,167",2531
"Macao, China",Imports,A,Agricultural products,2007,"650,030,237",650
Madagascar,Imports,A,Agricultural products,2007,"382,612,604",383
Malawi,Imports,A,Agricultural products,2007,"159,619,720",160
Malaysia,Imports,A,Agricultural products,2007,"10,628,022,174",10628
Maldives,Imports,A,Agricultural products,2007,"222,524,028",223
Mali,Imports,A,Agricultural products,2007,"335,019,559",335
Malta,Imports,A,Agricultural products,2007,"653,265,752",653
Mauritania,Imports,A,Agricultural products,2007,"371,425,394",371
Mauritius,Imports,A,Agricultural products,2007,"830,217,442",830
Mexico,Imports,A,Agricultural products,2007,"21,938,974,851",21939
Moldova,Imports,A,Agricultural products,2007,"508,888,903",509
Mongolia,Imports,A,Agricultural products,2007,"256,279,212",256
Montenegro,Imports,A,Agricultural products,2007,"445,296,024",445
Montserrat,Imports,A,Agricultural products,2007,"5,647,378",6
Morocco,Imports,A,Agricultural products,2007,"4,691,031,500",4691
